ID,UniCode,FounderCode,DateOfBirth,Sex,BirthGroup,MomUnicode,CurrentGroup,BirthSeason,Status,DateOfDeath,DateOfRemove,AgeOfDelivery,AgeOfDOD,AgeOfRemove,SireUniCode,DamUniCode
2810,G-857,,2/27/1982 0:00:00,F,O,F-797,rg,1982,Removed,,5/1/1984 0:00:00,9.83,,2.25,,
2811,G-931,,2/28/1982 0:00:00,F,O,G-264,rg,1982,Removed,,5/1/1984 0:00:00,3.91,,2.25,,
2812,G-925,,2/28/1982 0:00:00,M,J,F-951,rs,1982,Removed,,2/22/1984 0:00:00,6.83,,2.00,,
2813,I-806,,2/28/1982 0:00:00,F,J,B-365,d,1982,DEAD,2/1/1982 0:00:00,,11.91,0.00,,,
2814,E-694,,3/1/1982 0:00:00,M,F,F-793,L,1982,Removed,,3/23/1992 0:00:00,10.08,,10.00,C-409,
2815,G-927,,3/1/1982 0:00:00,F,J,F-466,rs,1982,Removed,,2/29/1984 0:00:00,12.75,,1.91,,
2816,G-920,,3/1/1982 0:00:00,F,L,G-031,rs,1982,Removed,,3/19/1992 0:00:00,6.00,,10.00,,
2817,I-821,,3/1/1982 0:00:00,F,L,G-199,d,1982,DEAD,5/19/1982 0:00:00,,5.00,0.16,,,
2818,I-818,,3/1/1982 0:00:00,F,J,G-154,d,1982,DEAD,3/30/1982 0:00:00,,5.00,0.00,,,
2819,G-832,,3/1/1982 0:00:00,M,J,F-762,rs,1982,Removed,,2/21/1984 0:00:00,10.00,,1.91,,
2820,E-698,,3/2/1982 0:00:00,M,M,K-312,M,1982,Removed,,1/18/1984 0:00:00,17.08,,1.83,,
2821,G-760,,3/2/1982 0:00:00,M,I,G-148,dw,1982,DEAD,9/8/1990 0:00:00,,5.08,8.50,,,
2822,G-908,,3/2/1982 0:00:00,F,J,K-062,rs,1982,Removed,,3/19/1984 0:00:00,21.00,,2.00,,
2823,G-923,,3/2/1982 0:00:00,M,J,K-888,rs**,1982,Removed,,3/5/1984 0:00:00,15.00,,2.00,,
2824,G-911,,3/3/1982 0:00:00,M,F,G-176,rs,1982,Removed,,3/17/1992 0:00:00,5.00,,10.00,,
2825,E-703,,3/5/1982 0:00:00,M,L,F-970,F,1982,Dead,6/9/1997 0:00:00,,7.00,15.25,,C-768,
2826,G-867,,3/5/1982 0:00:00,F,M,K-724,rs,1982,Removed,,1/9/1984 0:00:00,18.08,,1.83,,
2827,G-754,,3/5/1982 0:00:00,F,I,F-714,rs,1982,Removed,,2/5/1990 0:00:00,10.91,,7.91,,
2828,E-700,,3/6/1982 0:00:00,F,M,F-807,M,1982,Removed,,1/18/1984 0:00:00,10.08,,1.83,,
2829,G-834,,3/6/1982 0:00:00,M,J,F-933,rs,1982,Removed,,3/19/1984 0:00:00,7.91,,2.00,,
2830,G-862,,3/6/1982 0:00:00,F,F,F-681,rs,1982,Removed,,1/11/1995 0:00:00,11.08,,12.83,,
2831,G-906,,3/6/1982 0:00:00,M,I,F-872,du,1982,DEAD,9/14/1989 0:00:00,,8.00,7.50,,,
2832,E-709,,3/7/1982 0:00:00,M,L,F-751,nT,1982,Removed,,2/5/1992 0:00:00,10.08,,9.91,,
2833,G-934,,3/7/1982 0:00:00,F,J,G-291,rs**,1982,Removed,,3/19/1984 0:00:00,4.08,,2.00,,
2834,G-865,,3/7/1982 0:00:00,M,M,F-808,rs,1982,Removed,,1/9/1984 0:00:00,9.91,,1.83,,
2835,E-690,,3/8/1982 0:00:00,M,I,G-231,KK,1982,Removed,,3/6/2002 0:00:00,4.08,,20.00,,
2836,G-802,,3/8/1982 0:00:00,F,J,F-689,rs,1982,Removed,,2/29/1984 0:00:00,11.08,,1.91,,
2837,G-899,,3/8/1982 0:00:00,F,L,G-184,rs,1982,Removed,,3/10/1992 0:00:00,4.83,,10.00,,
2838,I-811,,3/9/1982 0:00:00,M,F,F-998,d,1982,DEAD,4/2/1982 0:00:00,,6.83,0.08,,,
2839,G-794,,3/9/1982 0:00:00,M,F,F-954,rs,1982,Removed,,1/15/1985 0:00:00,6.91,,2.83,,
2840,E-708,,3/11/1982 0:00:00,M,L,G-033,BB,1982,Dead,1/7/2003 0:00:00,,6.00,20.83,,C-831,
2841,E-689,,3/11/1982 0:00:00,F,I,B-410,CC,1982,Dead,11/16/2000 0:00:00,,12.00,18.66,,,B-410
2842,G-753,,3/11/1982 0:00:00,F,I,G-232,rs,1982,Removed,,1/29/1992 0:00:00,3.91,,9.83,,
2843,G-916,,3/12/1982 0:00:00,F,M,G-290,rs**,1982,Removed,,1/9/1984 0:00:00,3.91,,1.83,,
2844,G-833,,3/12/1982 0:00:00,F,J,G-079,rs,1982,Removed,,2/22/1984 0:00:00,6.00,,1.91,,
2845,G-930,,3/12/1982 0:00:00,F,J,F-626,rs,1982,Removed,,3/19/1984 0:00:00,12.16,,2.00,,
2846,G-799,,3/14/1982 0:00:00,M,J,F-987,rs,1982,Removed,,2/21/1984 0:00:00,6.91,,1.91,,
2847,E-691,,3/15/1982 0:00:00,M,M,C-767,M,1982,Removed,,1/9/1984 0:00:00,7.00,,1.83,,C-767
2848,G-858,,3/15/1982 0:00:00,M,O,F-921,rg,1982,Removed,,5/1/1984 0:00:00,7.91,,2.16,,
2849,G-869,,3/15/1982 0:00:00,F,M,C-746,rs**,1982,Removed,,1/9/1984 0:00:00,7.08,,1.83,,
2850,G-876,,3/17/1982 0:00:00,M,L,G-422,rs,1982,Removed,,3/16/1992 0:00:00,3.16,,10.00,,
2851,E-701,,3/21/1982 0:00:00,M,M,F-950,M,1982,Removed,,1/9/1984 0:00:00,7.00,,1.83,,
2852,I-819,,3/21/1982 0:00:00,M,L,D-616,d,1982,DEAD,3/21/1982 0:00:00,,5.08,0.00,,,
2853,G-912,,3/21/1982 0:00:00,M,F,C-370,rs,1982,Removed,,2/14/1990 0:00:00,8.16,,7.91,,
2854,I-808,,3/21/1982 0:00:00,F,M,F-804,dm,1982,DEAD,2/1/1983 0:00:00,,10.00,0.91,,,
2855,G-907,,3/22/1982 0:00:00,M,M,D-282,rs,1982,Removed,,1/11/1984 0:00:00,5.00,,1.83,,
2856,G-854,,3/22/1982 0:00:00,F,F,G-128,du,1982,DEAD,6/18/1993 0:00:00,,14.00,11.25,,,
2857,G-902,,3/23/1982 0:00:00,F,L,G-313,du**,1982,DEAD,6/17/1986 0:00:00,,4.08,4.25,,,
2858,I-824,,3/23/1982 0:00:00,M,L,G-308,dm,1982,DEAD,5/4/1982 0:00:00,,4.00,0.16,,,
2859,I-829,,3/24/1982 0:00:00,M,I,K-706,d,1982,DEAD,3/24/1982 0:00:00,,17.83,0.00,,,
2860,E-718,,3/26/1982 0:00:00,F,L,F-859,V,1982,Dead,6/16/2011 0:00:00,,9.00,29.25,,,
2861,E-713,,3/27/1982 0:00:00,F,F,E-142,F,1982,Dead,4/18/2006 0:00:00,,3.08,24.08,,,E-142
2862,G-801,,3/28/1982 0:00:00,M,J,F-849,rs,1982,Removed,,3/7/1984 0:00:00,9.00,,2.00,,
2863,I-826,,3/29/1982 0:00:00,M,I,G-992,d,1982,DEAD,4/3/1982 0:00:00,,17.91,0.08,,,
2864,G-928,,3/30/1982 0:00:00,M,L,F-973,rs,1982,Removed,,2/8/1990 0:00:00,7.00,,7.91,,
2865,G-764,,3/31/1982 0:00:00,F,I,G-068,rs,1982,Removed,,2/16/1994 0:00:00,5.83,,11.91,,
2866,G-824,,4/2/1982 0:00:00,M,J,K-805,rs,1982,Removed,,3/12/1984 0:00:00,19.08,,1.91,,
2867,G-823,,4/4/1982 0:00:00,M,J,F-852,rs,1982,Removed,,2/23/1984 0:00:00,9.08,,1.83,,
2868,G-772,,4/6/1982 0:00:00,F,I,F-573,rs,1982,Removed,,4/2/1990 0:00:00,12.25,,8.00,,
2869,G-835,,4/7/1982 0:00:00,F,J,G-295,rs**,1982,Removed,,3/19/1984 0:00:00,4.16,,1.91,,
2870,I-813,,4/7/1982 0:00:00,M,M,G-056,d,1982,DEAD,4/23/1982 0:00:00,,5.91,0.00,,,
2871,G-919,,4/9/1982 0:00:00,F,F,G-045,du,1982,DEAD,2/6/1989 0:00:00,,6.00,6.83,,,
2872,G-771,,4/11/1982 0:00:00,F,F,J-900,rs**,1982,Removed,,1/15/1985 0:00:00,17.00,,2.75,,
2873,E-717,,4/26/1982 0:00:00,M,M,C-267,M,1982,Removed,,1/9/1984 0:00:00,10.00,,1.75,,C-267
2874,I-812,,4/30/1982 0:00:00,M,F,G-046,d,1982,DEAD,4/30/1982 0:00:00,,5.91,0.00,,,
2875,G-860,,5/10/1982 0:00:00,F,O,F-833,rg,1982,Removed,,5/1/1984 0:00:00,9.08,,2.00,,
2876,G-935,,5/23/1982 0:00:00,F,J,F-840,rs,1982,Removed,,3/12/1984 0:00:00,9.08,,1.83,,
2877,I-807,,6/11/1982 0:00:00,M,F,F-684,d,1982,DEAD,6/1/1982 0:00:00,,11.25,0.00,,,
2878,I-856,,12/13/1982 0:00:00,F,I,G-390,d,1983,DEAD,12/13/1982 0:00:00,,3.91,0.00,,,
2879,I-844,,12/20/1982 0:00:00,M,F,G-197,d,1983,DEAD,12/30/1982 0:00:00,,5.66,0.00,,,
2880,I-837,,12/21/1982 0:00:00,M,I,F-978,d,1983,DEAD,12/21/1982 0:00:00,,7.75,0.00,,,
2881,E-740,,12/25/1982 0:00:00,M,I,F-913,X,1983,Dead,10/29/1992 0:00:00,,8.75,9.83,,C-747,
2882,H-066,,12/25/1982 0:00:00,M,L,G-182,dm,1983,DEAD,5/14/1989 0:00:00,,5.75,6.41,,,
2883,H-030,,12/27/1982 0:00:00,F,F,G-191,rs,1983,Removed,,1/15/1985 0:00:00,5.66,,2.08,,
2884,I-843,,12/29/1982 0:00:00,F,L,G-183,dm,1983,DEAD,1/3/1983 0:00:00,,5.83,0.08,,,
2885,E-746,,1/1/1983 0:00:00,F,I,C-810,nDD,1983,Removed,,3/12/2002 0:00:00,7.75,,19.16,,C-810
2886,G-942,,1/1/1983 0:00:00,M,M,F-950,rsCHECK,1983,Removed,,1/18/1984 0:00:00,7.83,,1.00,,
2887,H-129,,1/1/1983 0:00:00,F,O,G-205,rgCHECK,1983,Removed,,5/1/1984 0:00:00,5.83,,1.33,,
2888,E-722,,1/2/1983 0:00:00,M,M,G-062,M,1983,Removed,,1/11/1984 0:00:00,6.66,,1.00,,
2889,G-955,,1/2/1983 0:00:00,M,F,G-987,du,1983,DEAD,10/6/1988 0:00:00,,18.83,5.75,,,
2890,H-061,,1/2/1983 0:00:00,M,L,G-305,rs,1983,Removed,,2/21/1990 0:00:00,4.75,,7.08,,
2891,E-731,,1/4/1983 0:00:00,M,I,G-300,HH,1983,Dead,7/11/2001 0:00:00,,4.91,18.50,,C-747,
2892,G-962,,1/5/1983 0:00:00,M,F,D-679,du,1983,DEAD,7/29/1991 0:00:00,,4.91,8.50,,,
2893,H-018,,1/8/1983 0:00:00,M,I,G-298,du**,1983,DEAD,12/14/1987 0:00:00,,4.83,4.91,,,
2894,I-833,,1/8/1983 0:00:00,F,L,F-745,dm,1983,DEAD,1/12/1983 0:00:00,,11.91,0.00,,,
2895,H-065,,1/9/1983 0:00:00,F,L,G-181,du**,1983,DEAD,2/17/1984 0:00:00,,5.66,1.08,,,
2896,H-070,,1/13/1983 0:00:00,F,O,G-358,rg,1983,Removed,,5/1/1984 0:00:00,14.58,,1.33,,
2897,G-967,,1/13/1983 0:00:00,F,F,C-851,dm,1983,DEAD,10/20/1993 0:00:00,,7.83,10.75,,,
2898,E-735,,1/14/1983 0:00:00,F,I,F-791,BB,1983,Dead,11/23/1999 0:00:00,,10.66,16.83,,,
2899,G-951,,1/15/1983 0:00:00,F,M,F-711,rs,1983,Removed,,1/24/1984 0:00:00,11.75,,1.00,,
2900,G-972,,1/15/1983 0:00:00,F,F,K-130,rs,1983,Removed,,1/15/1985 0:00:00,16.75,,2.00,,
2901,E-721,,1/17/1983 0:00:00,M,M,D-281,M,1983,Removed,,1/11/1984 0:00:00,5.83,,1.00,,D-281
2902,H-053,,1/18/1983 0:00:00,F,I,K-706,rs,1983,Removed,,2/6/1990 0:00:00,18.66,,7.08,,
2903,H-023,,1/18/1983 0:00:00,M,I,G-169,d**,1983,DEAD,2/9/1984 0:00:00,,5.66,1.08,,,
2904,I-862,,1/18/1983 0:00:00,F,M,K-692,ds,1983,DEAD,1/18/1983 0:00:00,,22.83,0.00,,,
2905,I-842,,1/19/1983 0:00:00,M,J,G-154,dm,1983,DEAD,1/24/1983 0:00:00,,5.83,0.00,,,
2906,H-127,,1/19/1983 0:00:00,F,I,G-317,dm,1983,DEAD,3/1/1993 0:00:00,,4.91,10.16,,,
2907,H-149,,1/19/1983 0:00:00,M,J,B-816,rs,1983,Removed,,2/21/1984 0:00:00,11.91,,1.08,,
2908,H-044,,1/19/1983 0:00:00,F,F,F-993,rs,1983,Removed,,2/9/1995 0:00:00,7.75,,12.08,,
2909,H-125,,1/20/1983 0:00:00,M,J,B-367,rs,1983,Removed,,2/29/1984 0:00:00,12.91,,1.08,,
2910,I-836,,1/20/1983 0:00:00,M,I,F-976,d,1983,DEAD,2/4/1983 0:00:00,,7.83,0.08,,,
2911,G-949,,1/20/1983 0:00:00,M,M,D-720,rs,1983,Removed,,1/18/1984 0:00:00,4.91,,1.00,,
2912,E-730,,1/21/1983 0:00:00,M,II,F-461,R,1983,Dead,1/20/2004 0:00:00,,13.91,21.00,,C-745,
2913,I-861,,1/21/1983 0:00:00,F,M,K-327,ds,1983,DEAD,1/21/1983 0:00:00,,16.91,0.00,,,
2914,I-839,,1/24/1983 0:00:00,F,M,D-162,dm,1983,DEAD,2/15/1983 0:00:00,,6.75,0.08,,,
2915,I-858,,1/24/1983 0:00:00,M,I,G-409,dm,1983,DEAD,2/8/1983 0:00:00,,4.00,0.08,,,
2916,H-050,,1/24/1983 0:00:00,F,J,G-153,rs,1983,Removed,,3/5/1984 0:00:00,5.66,,1.16,,
2917,G-940,,1/24/1983 0:00:00,M,M,G-332,rs,1983,Removed,,1/11/1984 0:00:00,3.91,,1.00,,
2918,I-847,,1/28/1983 0:00:00,F,O,G-270,d,1983,DEAD,1/28/1983 0:00:00,,4.83,0.00,,,
2919,G-941,,1/29/1983 0:00:00,M,M,F-858,rs,1983,Removed,,1/16/1984 0:00:00,9.83,,1.00,,
2920,G-977,,1/29/1983 0:00:00,M,O,F-989,rg,1983,Removed,,5/1/1984 0:00:00,7.66,,1.33,,
2921,H-069,,1/29/1983 0:00:00,F,F,F-522,dm,1983,DEAD,6/26/1984 0:00:00,,12.75,1.41,,,
2922,H-074,,1/29/1983 0:00:00,M,O,G-192,rg,1983,Removed,,5/1/1984 0:00:00,5.50,,1.33,,
2923,G-976,,1/29/1983 0:00:00,F,O,G-097,rg,1983,Removed,,5/1/1984 0:00:00,6.75,,1.33,,
2924,E-741,,1/30/1983 0:00:00,M,L,G-420,Y,1983,Removed,,1/13/1995 0:00:00,3.91,,12.00,D-100,
2925,H-139,,1/30/1983 0:00:00,F,J,G-124,rs,1983,Removed,,3/5/1984 0:00:00,14.83,,1.16,,
2926,E-745,,1/31/1983 0:00:00,F,II,F-493,R,1983,Dead,3/28/2003 0:00:00,,13.83,20.16,,,
2927,G-982,,1/31/1983 0:00:00,F,O,F-960,rg,1983,Removed,,5/1/1984 0:00:00,7.83,,1.33,,
2928,G-971,,1/31/1983 0:00:00,M,F,G-324,r,1983,Removed,,2/22/1985 0:00:00,3.91,,2.08,,
2929,H-098,,2/1/1983 0:00:00,F,J,G-388,rs**,1983,Removed,,2/22/1984 0:00:00,4.08,,1.00,,
2930,H-042,,2/1/1983 0:00:00,F,L,F-972,rs,1983,Removed,,2/26/1992 0:00:00,8.00,,9.00,,
2931,G-959,,2/1/1983 0:00:00,F,F,G-023,rs,1983,Removed,,2/13/1985 0:00:00,7.83,,2.00,,
2932,G-970,,2/1/1983 0:00:00,M,F,G-179,rs,1983,Removed,,1/15/1985 0:00:00,5.91,,1.91,,
2933,H-141,,2/2/1983 0:00:00,M,J,G-274,rs**,1983,Removed,,3/19/1984 0:00:00,5.00,,1.08,,
2934,H-035,,2/3/1983 0:00:00,F,L,F-488,rs,1983,Removed,,3/10/1992 0:00:00,14.00,,9.08,,
2935,H-014,,2/3/1983 0:00:00,M,I,F-817,rs,1983,Removed,,3/26/1992 0:00:00,10.00,,9.08,,
2936,I-857,,2/3/1983 0:00:00,M,I,G-393,dm,1983,DEAD,3/1/1983 0:00:00,,4.00,0.08,,,
2937,E-749,,2/4/1983 0:00:00,M,J,G-161,J,1983,Removed,,3/12/1984 0:00:00,5.91,,1.08,,
2938,H-092,,2/4/1983 0:00:00,F,J,G-078,rs**,1983,Removed,,3/21/1984 0:00:00,6.91,,1.08,,
2939,E-738,,2/5/1983 0:00:00,M,II,D-239,X,1983,Dead,10/1/2007 0:00:00,,6.75,24.66,,,D-239
2940,E-743,,2/5/1983 0:00:00,F,F,G-176,HH,1983,Dead,2/5/2007 0:00:00,,5.91,24.00,,,
2941,E-728,,2/5/1983 0:00:00,F,F,F-860,F,1983,Removed,,2/5/2002 0:00:00,8.91,,19.00,,
2942,E-736,,2/5/1983 0:00:00,M,I,E-078,nY,1983,Removed,,1/13/1995 0:00:00,4.83,,11.91,,E-078
2943,G-948,,2/5/1983 0:00:00,F,M,D-161,rs**,1983,Removed,,1/18/1984 0:00:00,6.83,,0.91,,
2944,G-980,,2/5/1983 0:00:00,F,O,F-922,rg,1983,Removed,,5/1/1984 0:00:00,8.83,,1.25,,
2945,I-860,,2/5/1983 0:00:00,M,I,G-683,d,1983,DEAD,2/10/1983 0:00:00,,23.83,0.00,,,
2946,G-960,,2/6/1983 0:00:00,M,F,G-112,rs,1983,Removed,,1/15/1985 0:00:00,6.75,,1.91,,
2947,G-956,,2/6/1983 0:00:00,M,F,G-986,du**,1983,DEAD,2/5/1984 0:00:00,,18.91,1.00,,,
2948,G-973,,2/6/1983 0:00:00,M,F,G-437,rs**,1983,Removed,,1/15/1985 0:00:00,3.75,,1.91,,
2949,G-958,,2/7/1983 0:00:00,F,F,F-994,du,1983,DEAD,5/8/1989 0:00:00,,7.75,6.25,,,
2950,H-131,,2/7/1983 0:00:00,F,J,F-730,rs,1983,Removed,,2/21/1984 0:00:00,11.91,,1.00,,
2951,H-073,,2/7/1983 0:00:00,F,O,G-024,rg,1983,Removed,,5/1/1984 0:00:00,7.75,,1.25,,
2952,G-950,,2/8/1983 0:00:00,F,M,K-843,rs,1983,Removed,,1/18/1984 0:00:00,19.91,,0.91,,
2953,G-983,,2/8/1983 0:00:00,M,O,F-566,rg,1983,Removed,,5/1/1984 0:00:00,12.83,,1.25,,
2954,H-012,,2/8/1983 0:00:00,F,I,G-265,rs,1983,Removed,,1/30/1990 0:00:00,4.91,,6.91,,
2955,E-748,,2/9/1983 0:00:00,M,L,F-677,L,1983,Removed,,3/12/1992 0:00:00,11.91,,9.08,C-831,
2956,H-056,,2/9/1983 0:00:00,F,J,G-363,rs,1983,Removed,,3/19/1984 0:00:00,4.00,,1.08,,
2957,I-849,,2/9/1983 0:00:00,M,L,G-312,dm,1983,DEAD,1/9/1984 0:00:00,,5.08,0.91,,,
2958,H-138,,2/10/1983 0:00:00,M,J,F-982,rs,1983,Removed,,3/5/1984 0:00:00,7.83,,1.08,,
2959,H-028,,2/10/1983 0:00:00,F,I,G-292,du,1983,DEAD,2/20/1990 0:00:00,,5.00,7.00,,,
2960,G-964,,2/10/1983 0:00:00,M,F,C-811,rs,1983,Removed,,2/26/1990 0:00:00,7.91,,7.00,,
2961,H-040,,2/10/1983 0:00:00,F,L,G-036,rs,1983,Removed,,2/24/1992 0:00:00,6.91,,9.00,,
2962,H-039,,2/10/1983 0:00:00,F,L,F-915,rs,1983,Removed,,2/24/1992 0:00:00,9.00,,9.00,,
2963,G-979,,2/11/1983 0:00:00,F,O,F-833,rg,1983,Removed,,5/1/1984 0:00:00,9.83,,1.25,,
2964,G-965,,2/12/1983 0:00:00,M,J,G-279,rs**,1983,Removed,,3/1/1984 0:00:00,4.83,,1.08,,
2965,E-724,,2/13/1983 0:00:00,F,M,G-336,M,1983,Removed,,1/18/1984 0:00:00,3.83,,0.91,,
2966,G-953,,2/13/1983 0:00:00,M,M,G-171,rs,1983,Removed,,1/26/1984 0:00:00,5.75,,0.91,,
2967,G-957,,2/13/1983 0:00:00,M,F,C-370,rs,1983,Removed,,2/14/1990 0:00:00,9.08,,7.00,,
2968,G-981,,2/13/1983 0:00:00,F,O,F-986,rg,1983,Removed,,5/1/1984 0:00:00,7.91,,1.25,,
2969,E-726,,2/14/1983 0:00:00,F,M,G-113,M,1983,Removed,,1/26/1984 0:00:00,6.75,,0.91,D-120,
2970,E-734,,2/14/1983 0:00:00,F,I,F-939,nT,1983,Removed,,2/3/1992 0:00:00,7.83,,9.00,,
2971,H-047,,2/14/1983 0:00:00,M,I,F-939,du**,1983,DEAD,2/26/1988 0:00:00,,7.83,5.00,,,
2972,I-845,,2/14/1983 0:00:00,M,F,G-210,dm,1983,DEAD,3/14/1983 0:00:00,,5.00,0.08,,,
2973,I-831,,2/14/1983 0:00:00,F,O,F-526,d,1983,DEAD,2/14/1983 0:00:00,,13.08,0.00,,,
2974,G-984,,2/14/1983 0:00:00,F,F,G-328,rs,1983,Removed,,1/15/1985 0:00:00,3.91,,1.91,,
2975,E-732,,2/15/1983 0:00:00,F,I,D-659,nGG,1983,Dead,2/2/1998 0:00:00,,5.75,15.00,,,D-659
2976,H-097,,2/15/1983 0:00:00,F,J,K-707,rs**,1983,Removed,,2/29/1984 0:00:00,19.00,,1.00,,
2977,H-086,,2/15/1983 0:00:00,F,J,G-167,rs,1983,Removed,,3/7/1984 0:00:00,5.75,,1.08,,
2978,I-848,,2/15/1983 0:00:00,F,F,E-011,d,1983,DEAD,2/23/1983 0:00:00,,4.75,0.00,,,
2979,H-145,,2/15/1983 0:00:00,F,L,F-511,dw**,1983,DEAD,1/8/1987 0:00:00,,14.08,3.91,,,
2980,H-027,,2/15/1983 0:00:00,M,I,F-726,rs,1983,Removed,,3/19/1992 0:00:00,11.91,,9.08,,
2981,I-846,,2/15/1983 0:00:00,F,I,G-231,dm,1983,DEAD,2/24/1983 0:00:00,,5.00,0.00,,,
2982,H-134,,2/16/1983 0:00:00,F,J,F-841,rs,1983,Removed,,3/19/1984 0:00:00,9.83,,1.08,,
2983,H-091,,2/16/1983 0:00:00,M,J,F-689,rs,1983,Removed,,2/22/1984 0:00:00,12.00,,1.00,,
2984,I-854,,2/16/1983 0:00:00,F,J,G-377,dz,1983,DEAD,5/9/1983 0:00:00,,3.75,0.25,,,
2985,H-148,,2/16/1983 0:00:00,M,J,G-027,rs,1983,Removed,,2/27/1984 0:00:00,7.91,,1.00,,
2986,H-016,,2/17/1983 0:00:00,M,I,G-148,du,1983,DEAD,4/6/1989 0:00:00,,6.00,6.16,,,
2987,H-020,,2/17/1983 0:00:00,F,I,G-412,rs,1983,Removed,,2/6/1990 0:00:00,4.08,,7.00,,
2988,H-038,,2/18/1983 0:00:00,M,L,F-706,du,1983,DEAD,4/5/1989 0:00:00,,12.00,6.16,,,
2989,H-054,,2/18/1983 0:00:00,M,J,G-419,rs,1983,Removed,,3/5/1984 0:00:00,4.08,,1.08,,
2990,H-031,,2/18/1983 0:00:00,F,I,G-068,du,1983,DEAD,11/28/1988 0:00:00,,6.75,5.75,,,
2991,I-841,,2/18/1983 0:00:00,M,J,G-108,d,1983,DEAD,7/4/1983 0:00:00,,6.83,0.41,,,
2992,H-055,,2/19/1983 0:00:00,M,J,F-754,rs,1983,Removed,,3/5/1984 0:00:00,11.00,,1.08,,
2993,H-137,,2/19/1983 0:00:00,M,J,F-926,rs,1983,Removed,,3/5/1984 0:00:00,8.91,,1.08,,
2994,H-075,,2/21/1983 0:00:00,F,I,F-820,rs,1983,Removed,,2/5/1990 0:00:00,9.83,,7.00,,
2995,H-015,,2/21/1983 0:00:00,F,I,D-283,rs,1983,Removed,,2/21/1994 0:00:00,6.00,,11.00,,
2996,E-739,,2/22/1983 0:00:00,M,I,G-232,L,1983,Removed,,3/3/1992 0:00:00,4.83,,9.08,,
2997,E-747,,2/22/1983 0:00:00,F,L,F-678,L,1983,Removed,,3/26/1992 0:00:00,11.91,,9.08,D-100,
2998,H-064,,2/22/1983 0:00:00,F,L,G-423,rs,1983,Removed,,3/19/1992 0:00:00,3.91,,9.08,,
2999,I-853,,2/22/1983 0:00:00,M,M,E-163,d,1983,DEAD,2/24/1983 0:00:00,,4.00,0.00,,,
3000,H-013,,2/22/1983 0:00:00,F,I,G-992,df**,1983,DEAD,2/2/1988 0:00:00,,18.83,5.00,,,
3001,E-737,,2/23/1983 0:00:00,M,II,B-917,R,1983,Dead,1/26/2006 0:00:00,,11.75,22.91,,,B-917
3002,H-046,,2/23/1983 0:00:00,M,J,K-864,rs,1983,Removed,,3/19/1984 0:00:00,16.00,,1.08,,
3003,H-068,,2/23/1983 0:00:00,M,F,G-047,rs,1983,Removed,,2/26/1992 0:00:00,6.91,,9.00,,
3004,E-744,,2/24/1983 0:00:00,M,L,D-616,BB,1983,Removed,,2/26/2004 0:00:00,6.00,,21.00,,D-616
3005,E-733,,2/25/1983 0:00:00,M,I,G-391,X,1983,Dead,9/29/1999 0:00:00,,4.08,16.58,,B-489,
3006,H-095,,2/25/1983 0:00:00,F,J,F-932,rs,1983,Removed,,3/19/1984 0:00:00,8.83,,1.08,,
3007,H-058,,2/25/1983 0:00:00,F,J,G-370,rs,1983,Removed,,3/19/1984 0:00:00,4.00,,1.08,,
3008,I-855,,2/25/1983 0:00:00,F,J,G-382,dm,1983,DEAD,4/8/1983 0:00:00,,3.83,0.16,,,
3009,H-077,,2/25/1983 0:00:00,M,J,F-690,rs,1983,Removed,,2/22/1984 0:00:00,12.00,,1.00,,
3010,H-140,,2/25/1983 0:00:00,M,J,F-838,rs,1983,Removed,,3/5/1984 0:00:00,9.91,,1.08,,
3011,H-150,,2/26/1983 0:00:00,M,J,G-366,rs,1983,Removed,,3/7/1984 0:00:00,4.08,,1.08,,
3012,H-060,,2/26/1983 0:00:00,M,J,G-365,rs,1983,Removed,,3/7/1984 0:00:00,4.08,,1.08,,
3013,E-720,,2/27/1983 0:00:00,F,M,G-073,M,1983,Removed,,1/11/1984 0:00:00,6.83,,0.91,,
3014,I-852,,2/27/1983 0:00:00,F,F,G-330,d,1983,DEAD,10/13/1983 0:00:00,,3.83,0.66,,,
3015,H-017,,2/27/1983 0:00:00,M,I,F-875,rs,1983,Removed,,2/3/1992 0:00:00,8.91,,9.00,,
3016,H-022,,2/27/1983 0:00:00,M,O,F-798,rg,1983,Removed,,5/1/1984 0:00:00,11.08,,1.25,,
3017,H-142,,2/28/1983 0:00:00,F,J,F-987,rs,1983,Removed,,2/29/1984 0:00:00,7.83,,1.00,,
3018,H-147,,3/4/1983 0:00:00,F,O,G-401,dm**,1983,DEAD,3/8/1984 0:00:00,,4.00,1.00,,,
3019,H-096,,3/5/1983 0:00:00,F,J,G-349,rs,1983,Removed,,2/27/1984 0:00:00,15.00,,0.91,,
3020,I-834,,3/5/1983 0:00:00,M,J,F-762,dm,1983,DEAD,3/14/1983 0:00:00,,11.00,0.00,,,
3021,E-751,,3/6/1983 0:00:00,F,II,E-119,R,1983,Dead,8/20/2006 0:00:00,,4.83,23.41,,D-181,E-119
3022,H-034,,3/7/1983 0:00:00,F,I,G-066,rs,1983,Removed,,3/1/1994 0:00:00,6.83,,11.00,,
3023,G-968,,3/7/1983 0:00:00,F,F,E-424,du,1983,DEAD,10/3/1991 0:00:00,,3.83,8.58,,,
3024,H-081,,3/7/1983 0:00:00,M,J,F-951,rs,1983,Removed,,3/5/1984 0:00:00,7.91,,1.00,,
