UniCode,FounderCode,DateOfBirth,Sex,BirthGroup,MomUnicode,CurrentGroup,BirthSeason,Status,DateOfDeath,DateOfRemove,AgeOfDelivery,AgeOfDOD,AgeOfRemove,SireUniCode,DamUniCode
D-426,,2011/12/11,F,S,D-191,S,2012,Removed,,2013/12/17,13.00,,2.00,C-300,D-191
H-945,,2011/12/11,M,HH,F-281,HH,2012,Dead,2012/10/31,,21.91,0.83,,,
H-919,,2011/12/11,M,KK,B-095,KK,2012,Dead,2012/06/23,,6.08,0.50,,,
D-879,,2011/12/22,F,F,D-277,F,2012,Removed,,2015/12/04,9.00,,4.00,A-083,D-277
D-005,,2012/01/14,F,F,C-678,F,2012,Removed,,2014/01/28,11.08,,2.00,B-448,C-678
E-839,,2012/01/15,F,HH,C-330,HH,2012,Dead,2012/07/12,,19.00,0.50,,A-053,C-330
H-922,,2012/01/15,F,HH,B-443,HH,2012,Dead,2012/10/31,,11.08,0.75,,,
E-322,,2012/02/06,M,F,B-468,R,2012,In CS,,,8.08,,,D-747,B-468
E-869,,2012/05/10,M,S,F-367,S,2013,Dead,2012/09/10,,20.41,0.33,,C-300,F-367
B-218,,2012/05/31,F,KK,C-904,KK,2013,Removed,,2018/11/08,5.58,,6.50,B-007,C-904
I-120,,2012/05/31,F,KK,C-904,KK,2013,In CS,,,5.58,,,,
C-582,,2012/06/13,M,S,B-560,S,2013,Removed,,2019/11/01,5.66,,7.41,D-717,B-560
I-034,,2012/06/13,M,S,B-560,S,2013,In CS,,,5.66,,,,
C-134,,2012/06/17,F,S,A-644,S,2013,In CS,,,6.58,,,B-856,A-644
H-981,,2012/06/17,F,S,A-644,S,2013,In CS,,,6.58,,,,
B-215,,2012/06/26,M,KK,B-123,MM,2013,In CS,,,4.58,,,A-636,B-123
I-013,,2012/06/26,M,KK,B-123,KK,2013,In CS,,,4.58,,,,
I-038,,2012/07/05,F,OO,B-576,OO,2013,Dead,2012/08/27,,5.66,0.08,,,
I-029,,2012/07/26,M,HH,B-533,HH,2013,Dead,2013/02/23,,7.66,0.58,,,
D-884,,2012/07/30,M,R,A-684,R,2013,Removed,,2014/10/28,4.58,,2.25,A-636,A-684
H-987,,2012/07/30,M,R,A-684,R,2013,In CS,,,4.58,,,,
D-020,,2012/08/04,M,R,C-052,R,2013,In CS,,,3.91,,,A-931,C-052
I-070,,2012/08/04,M,R,C-052,R,2013,In CS,,,3.91,,,,
E-327,,2012/08/05,F,R,B-583,R,2013,In CS,,,4.66,,,D-622,B-583
A-774,,2012/08/05,F,R,A-252,R,2013,Removed,,2014/11/07,4.91,,2.25,B-952,A-252
B-673,,2012/08/05,F,KK,B-979,KK,2013,Removed,,2015/10/22,8.75,,3.16,E-140,B-979
E-326,,2012/08/05,F,R,D-361,R,2013,Removed,,2015/10/21,4.91,,3.16,C-442,D-361
H-965,,2012/08/05,F,R,A-252,R,2013,In CS,,,4.91,,,,
I-056,,2012/08/05,F,KK,B-979,KK,2013,In CS,,,8.75,,,,
I-039,,2012/08/05,F,R,B-583,R,2013,In CS,,,4.66,,,,
I-143,,2012/08/05,F,R,D-361,R,2013,In CS,,,4.91,,,,
E-338,,2012/08/06,F,HH,C-884,HH,2013,Removed,,2016/12/01,6.83,,4.33,D-180,C-884
I-116,,2012/08/06,F,HH,C-884,HH,2013,In CS,,,6.83,,,,
B-228,,2012/08/07,F,S,D-711,S,2013,Dead,2017/11/08,,12.50,5.25,,D-157,D-711
I-159,,2012/08/07,F,S,D-711,S,2013,In CS,,,12.50,,,,
C-581,,2012/08/08,F,S,C-506,S,2013,In CS,,,3.75,,,B-856,C-506
I-100,,2012/08/08,F,S,C-506,S,2013,In CS,,,3.75,,,,
A-772,,2012/08/09,M,KK,A-655,KK,2013,Removed,,2014/10/22,6.83,,2.16,D-157,A-655
H-982,,2012/08/09,M,KK,A-655,KK,2013,In CS,,,6.83,,,,
A-784,,2012/08/13,F,KK,A-672,KK,2013,Removed,,2018/12/18,5.83,,6.33,A-566,A-672
A-788,,2012/08/13,M,MM,A-218,MM,2013,Removed,,2014/02/12,6.66,,1.50,A-652,A-218
C-133,,2012/08/13,F,F,B-571,F,2013,Removed,,2014/01/28,5.83,,1.41,B-069,B-571
B-225,,2012/08/13,F,MM,A-670,MM,2013,Removed,,2014/02/11,5.75,,1.50,D-317,A-670
E-865,,2012/08/13,M,R,D-767,R,2013,Dead,2013/11/01,,5.66,1.25,,E-077,D-767
H-984,,2012/08/13,F,MM,A-670,MM,2013,In CS,,,5.75,,,,
H-985,,2012/08/13,F,KK,A-672,KK,2013,In CS,,,5.83,,,,
I-037,,2012/08/13,F,F,B-571,F,2013,In CS,,,5.83,,,,
H-961,,2012/08/13,M,MM,A-218,MM,2013,In CS,,,6.66,,,,
D-889,,2012/08/14,F,KK,C-019,KK,2013,Removed,,2018/12/11,5.91,,6.33,B-020,C-019
I-066,,2012/08/14,F,KK,C-019,KK,2013,In CS,,,5.91,,,,
B-686,,2012/08/15,F,HH,C-722,HH,2013,Removed,,2016/12/13,9.58,,4.33,D-180,C-722
I-106,,2012/08/15,F,HH,C-722,HH,2013,In CS,,,9.58,,,,
D-445,,2012/08/16,M,S,B-508,S,2013,In CS,,,8.83,,,D-717,B-508
H-969,,2012/08/16,M,S,A-277,S,2013,In CS,,,3.91,,,,
B-670,,2012/08/17,F,R,A-205,R,2013,Removed,,2014/10/30,7.83,,2.16,C-442,A-205
H-957,,2012/08/17,F,R,A-205,R,2013,In CS,,,7.83,,,,
C-122,,2012/08/18,M,KK,C-721,KK,2013,Removed,,2014/11/07,10.58,,2.25,B-856,C-721
I-105,,2012/08/18,M,KK,C-721,KK,2013,In CS,,,10.58,,,,
I-173,,2012/08/18,U,V,E-052,V,2013,Dead,2012/08/27,,8.75,0.00,,,
I-088,,2012/08/18,M,S,C-386,S,2013,In CS,,,9.75,,,,
A-798,,2012/08/19,M,HH,A-209,HH,2013,Removed,,2016/12/02,7.75,,4.33,B-100,A-209
E-863,,2012/08/19,M,HH,D-347,HH,2013,Dead,2012/10/12,,4.83,0.16,,B-850,D-347
B-687,,2012/08/19,F,F,D-788,F,2013,Removed,,2015/11/17,4.83,,3.25,D-341,D-788
H-959,,2012/08/19,M,HH,A-209,HH,2013,In CS,,,7.75,,,,
I-165,,2012/08/19,F,F,D-788,F,2013,In CS,,,4.83,,,,
E-859,,2012/08/21,F,R,B-981,R,2013,Dead,2013/08/27,,7.83,1.00,,B-875,B-981
B-671,,2012/08/21,F,R,B-603,R,2013,Dead,2018/07/28,,3.83,5.91,,E-077,B-603
A-785,,2012/08/21,M,KK,D-198,KK,2013,Removed,,2018/11/07,9.75,,6.25,A-494,D-198
C-578,,2012/08/21,M,OO,E-187,MM,2013,Removed,,2014/01/28,7.91,,1.41,D-769,E-187
I-128,,2012/08/21,M,KK,D-198,KK,2013,In CS,,,9.75,,,,
I-044,,2012/08/21,F,R,B-603,R,2013,In CS,,,3.83,,,,
I-182,,2012/08/21,M,OO,E-187,F,2013,In CS,,,7.91,,,,
I-072,,2012/08/22,F,S,C-058,S,2013,In CS,,,4.00,,,,
D-883,,2012/08/23,F,KK,B-584,KK,2013,Removed,,2015/11/06,4.66,,3.25,E-140,B-584
I-040,,2012/08/23,F,KK,B-584,KK,2013,In CS,,,4.66,,,,
D-029,,2012/08/24,M,F,C-922,V,2013,In CS,,,4.91,,,B-108,C-922
E-332,,2012/08/24,M,S,C-430,R,2013,In CS,,,7.75,,,B-097,C-430
I-090,,2012/08/24,M,S,C-430,S,2013,In CS,,,7.75,,,,
I-122,,2012/08/24,M,F,C-922,F,2013,In CS,,,4.91,,,,
D-015,,2012/08/25,M,S,A-277,S,2013,In CS,,,3.91,,,B-520,A-277
A-349,,2012/08/25,M,R,C-322,V,2013,In CS,,,12.50,,,B-535,C-322
B-223,,2012/08/25,M,R,B-408,R,2013,Removed,,2014/10/24,8.58,,2.16,E-077,B-408
I-027,,2012/08/25,M,S,B-508,S,2013,In CS,,,8.83,,,,
I-019,,2012/08/25,M,R,B-408,R,2013,In CS,,,8.58,,,,
I-082,,2012/08/25,M,R,C-322,R,2013,In CS,,,12.50,,,,
D-882,,2012/08/26,F,MM,C-895,MM,2013,Removed,,2014/02/14,6.66,,1.50,B-448,C-895
D-887,,2012/08/26,M,R,C-264,R,2013,Dead,2013/12/10,,9.66,1.33,,B-875,C-264
I-075,,2012/08/26,M,R,C-264,R,2013,In CS,,,9.66,,,,
I-119,,2012/08/26,F,MM,C-895,MM,2013,In CS,,,6.66,,,,
E-868,,2012/08/27,M,R,F-327,R,2013,Dead,2012/08/29,,21.33,0.00,,B-340,F-327
D-457,,2012/08/27,F,R,C-880,R,2013,In CS,,,6.75,,,E-077,C-880
I-115,,2012/08/27,F,R,C-880,R,2013,In CS,,,6.75,,,,
H-966,,2012/08/27,F,HH,A-253,HH,2013,Dead,2012/08/31,,4.83,0.00,,,
A-778,,2012/08/29,M,R,C-682,R,2013,Dead,2013/12/05,,8.75,1.33,,E-077,C-682
C-136,,2012/08/29,F,S,E-210,S,2013,Removed,,2015/10/27,5.83,,3.16,D-157,E-210
A-343,,2012/08/29,F,R,D-656,R,2013,Dead,2015/01/27,,8.58,2.41,,B-340,D-656
E-862,,2012/08/29,F,F,D-342,F,2013,Dead,2012/12/14,,5.91,0.33,,C-681,D-342
I-155,,2012/08/29,F,R,D-656,R,2013,In CS,,,8.58,,,,
I-185,,2012/08/29,F,S,E-210,S,2013,In CS,,,5.83,,,,
I-103,,2012/08/29,M,R,C-682,R,2013,In CS,,,8.75,,,,
A-795,,2012/08/30,F,V,E-204,V,2013,Removed,,2015/12/04,5.83,,3.33,C-698,E-204
I-183,,2012/08/30,F,V,E-204,V,2013,In CS,,,5.83,,,,
H-976,,2012/08/30,M,R,A-547,R,2013,Dead,2012/09/15,,12.66,0.08,,,
C-573,,2012/08/31,M,F,C-003,F,2013,Removed,,2014/02/11,6.83,,1.50,D-747,C-003
I-061,,2012/08/31,M,F,C-003,F,2013,In CS,,,6.83,,,,
C-575,,2012/09/01,M,F,C-692,F,2013,Dead,2016/08/09,,13.50,3.91,,C-878,C-692
I-104,,2012/09/01,M,F,C-692,F,2013,In CS,,,13.50,,,,
I-035,,2012/09/01,F,S,B-563,S,2013,In CS,,,5.91,,,,
A-773,,2012/09/02,M,R,E-008,R,2013,Dead,2013/12/05,,8.75,1.25,,B-909,E-008
D-453,,2012/09/02,F,V,D-558,V,2013,Removed,,2014/02/12,16.75,,1.41,C-698,D-558
A-796,,2012/09/02,F,HH,B-098,HH,2013,Removed,,2014/10/31,7.00,,2.08,D-317,B-098
E-331,,2012/09/02,M,R,B-540,KK,2013,Removed,,2019/12/03,6.83,,7.25,D-760,B-540
I-189,,2012/09/02,F,R,F-331,R,2013,Dead,2012/09/17,,21.66,0.00,,,
I-005,,2012/09/02,F,HH,B-098,HH,2013,In CS,,,7.00,,,,
I-170,,2012/09/02,M,R,E-008,R,2013,In CS,,,8.75,,,,
I-032,,2012/09/02,M,R,B-540,R,2013,In CS,,,6.83,,,,
I-148,,2012/09/02,F,V,D-558,V,2013,In CS,,,16.75,,,,
E-855,,2012/09/03,F,R,A-677,R,2013,Dead,2012/09/06,,5.83,0.00,,A-931,A-677
C-571,,2012/09/03,M,V,C-307,V,2013,Removed,,2014/02/14,7.83,,1.41,D-179,C-307
D-454,,2012/09/03,M,R,B-483,V,2013,Dead,2020/05/23,,11.75,7.66,,B-535,B-483
E-324,,2012/09/03,F,R,D-332,R,2013,Removed,,2015/10/27,5.75,,3.08,A-053,D-332
D-016,,2012/09/03,M,S,B-547,S,2013,Removed,,2019/10/25,6.75,,7.08,B-856,B-547
E-342,,2012/09/03,F,R,B-585,R,2013,Dead,2014/08/29,,4.91,1.91,,F-313,B-585
C-580,,2012/09/03,F,S,C-431,S,2013,Removed,,2015/10/21,7.83,,3.08,B-952,C-431
A-789,,2012/09/03,F,R,C-051,R,2013,Removed,,2015/11/06,3.91,,3.16,C-668,C-051
B-212,,2012/09/03,M,R,A-189,V,2013,Dead,2019/04/10,,8.83,6.58,,A-636,A-189
I-041,,2012/09/03,F,R,B-585,R,2013,In CS,,,4.91,,,,
I-033,,2012/09/03,M,S,B-547,S,2013,In CS,,,6.75,,,,
I-091,,2012/09/03,F,S,C-431,S,2013,In CS,,,7.83,,,,
I-025,,2012/09/03,M,R,B-483,R,2013,In CS,,,11.75,,,,
H-962,,2012/09/03,F,R,A-232,R,2013,Dead,2012/09/27,,5.75,0.00,,,
I-081,,2012/09/03,M,V,C-307,V,2013,In CS,,,7.83,,,,
I-069,,2012/09/03,F,R,C-051,R,2013,In CS,,,3.91,,,,
I-139,,2012/09/03,F,R,D-332,R,2013,In CS,,,5.75,,,,
H-953,,2012/09/03,M,R,A-189,R,2013,In CS,,,8.83,,,,
B-226,,2012/09/04,M,R,A-676,V,2013,Dead,2017/06/14,,5.91,4.75,,C-899,A-676
B-688,,2012/09/04,M,F,D-197,F,2013,Dead,2017/10/31,,9.66,5.08,,C-882,D-197
H-986,,2012/09/04,M,R,A-676,R,2013,In CS,,,5.91,,,,
I-127,,2012/09/04,M,F,D-197,F,2013,In CS,,,9.66,,,,
C-127,,2012/09/05,M,V,A-502,nQQ,2013,In CS,,,15.66,,,E-153,A-502
D-885,,2012/09/05,M,R,D-229,nQQ,2013,In CS,,,12.83,,,E-077,D-229
A-783,,2012/09/05,M,S,D-593,S,2013,Dead,2017/12/12,,7.75,5.25,,D-157,D-593
H-972,,2012/09/05,M,V,A-502,V,2013,In CS,,,15.66,,,,
I-130,,2012/09/05,M,R,D-229,R,2013,In CS,,,12.83,,,,
I-152,,2012/09/05,M,S,D-593,S,2013,In CS,,,7.75,,,,
C-589,,2012/09/06,M,R,D-745,R,2013,Removed,,2014/11/03,7.91,,2.16,B-875,D-745
E-333,,2012/09/06,F,R,D-356,R,2013,Dead,2014/03/27,,4.91,1.50,,B-570,D-356
A-337,,2012/09/06,M,F,B-867,F,2013,Removed,,2014/10/31,14.83,,2.08,A-208,B-867
A-338,,2012/09/06,M,F,E-221,F,2013,Removed,,2014/01/28,5.91,,1.33,C-878,E-221
D-019,,2012/09/06,F,S,B-085,S,2013,Removed,,2019/10/24,6.91,,7.08,D-717,B-085
I-001,,2012/09/06,F,S,B-085,S,2013,In CS,,,6.91,,,,
I-162,,2012/09/06,M,R,D-745,R,2013,In CS,,,7.91,,,,
I-142,,2012/09/06,F,R,D-356,R,2013,In CS,,,4.91,,,,
I-187,,2012/09/06,M,F,E-221,F,2013,In CS,,,5.91,,,,
I-050,,2012/09/06,M,F,B-867,F,2013,In CS,,,14.83,,,,
D-456,,2012/09/07,M,HH,D-255,HH,2013,Removed,,2014/02/06,9.66,,1.41,B-850,D-255
D-448,,2012/09/07,M,V,C-456,V,2013,Dead,2018/06/22,,6.83,5.75,,A-656,C-456
B-675,,2012/09/07,M,R,B-953,R,2013,In CS,,,12.75,,,B-578,B-953
C-572,,2012/09/07,M,V,A-018,V,2013,Removed,,2014/01/24,8.75,,1.33,C-698,A-018
C-588,,2012/09/07,M,R,B-099,R,2013,Removed,,2019/11/05,6.66,,7.16,D-749,B-099
D-458,,2012/09/07,F,R,B-011,R,2013,Removed,,2015/10/27,8.83,,3.08,B-535,B-011
I-096,,2012/09/07,M,V,C-456,V,2013,In CS,,,6.83,,,,
H-995,,2012/09/07,F,R,B-011,R,2013,In CS,,,8.83,,,,
I-132,,2012/09/07,M,HH,D-255,HH,2013,In CS,,,9.66,,,,
I-006,,2012/09/07,M,R,B-099,R,2013,In CS,,,6.66,,,,
H-949,,2012/09/07,M,V,A-018,V,2013,In CS,,,8.75,,,,
I-054,,2012/09/07,M,R,B-953,R,2013,In CS,,,12.75,,,,
B-216,,2012/09/08,M,KK,B-094,KK,2013,Dead,2013/12/05,,6.83,1.25,,B-465,B-094
D-462,,2012/09/08,M,F,D-750,F,2013,Removed,,2014/11/18,6.91,,2.16,A-208,D-750
B-219,,2012/09/08,F,R,D-743,R,2013,Removed,,2015/11/03,7.91,,3.16,A-986,D-743
D-894,,2012/09/08,F,F,C-002,F,2013,Removed,,2014/11/03,6.91,,2.16,B-448,C-002
B-677,,2012/09/08,M,R,A-192,R,2013,Removed,,2014/10/30,7.75,,2.08,C-442,A-192
A-339,,2012/09/08,M,F,E-160,F,2013,Removed,,2019/10/17,8.66,,7.08,B-980,E-160
D-899,,2012/09/08,F,F,C-410,F,2013,In CS,,,19.83,,,E-100,C-410
A-350,,2012/09/08,F,KK,D-678,KK,2013,Removed,,2014/10/30,7.91,,2.08,A-566,D-678
I-180,,2012/09/08,M,F,E-160,F,2013,In CS,,,8.66,,,,
I-163,,2012/09/08,M,F,D-750,F,2013,In CS,,,6.91,,,,
I-161,,2012/09/08,F,R,D-743,R,2013,In CS,,,7.91,,,,
I-156,,2012/09/08,F,KK,D-678,KK,2013,In CS,,,7.91,,,,
I-089,,2012/09/08,F,F,C-410,F,2013,In CS,,,19.83,,,,
I-060,,2012/09/08,F,F,C-002,F,2013,In CS,,,6.91,,,,
I-003,,2012/09/08,M,KK,B-094,KK,2013,In CS,,,6.83,,,,
H-954,,2012/09/08,M,R,A-192,R,2013,In CS,,,7.75,,,,
C-123,,2012/09/09,M,V,C-286,V,2013,Removed,,2014/10/31,7.91,,2.08,A-630,C-286
E-860,,2012/09/09,F,OO,C-893,OO,2013,Dead,2012/09/10,,6.91,0.00,,C-830,C-893
D-449,,2012/09/09,M,V,D-655,V,2013,Removed,,2014/02/12,8.91,,1.41,E-004,D-655
A-794,,2012/09/09,F,V,D-986,V,2013,Removed,,2014/02/14,8.83,,1.41,A-656,D-986
I-181,,2012/09/09,U,V,E-173,V,2013,Stillbirth,2012/09/09,,13.66,0.00,,,
I-079,,2012/09/09,M,V,C-286,V,2013,In CS,,,7.91,,,,
I-168,,2012/09/09,F,V,D-986,V,2013,In CS,,,8.83,,,,
I-154,,2012/09/09,M,V,D-655,V,2013,In CS,,,8.91,,,,
B-679,,2012/09/10,M,F,A-199,F,2013,Removed,,2014/01/23,7.75,,1.33,B-448,A-199
A-340,,2012/09/10,M,R,C-874,F,2013,In CS,,,7.83,,,B-535,C-874
C-577,,2012/09/10,M,F,A-255,F,2013,Removed,,2014/02/13,4.91,,1.41,C-681,A-255
H-967,,2012/09/10,M,F,A-255,F,2013,In CS,,,4.91,,,,
I-043,,2012/09/10,M,R,B-587,R,2013,In CS,,,4.91,,,,
I-114,,2012/09/10,M,R,C-874,R,2013,In CS,,,7.83,,,,
H-956,,2012/09/10,M,F,A-199,F,2013,In CS,,,7.75,,,,
A-782,,2012/09/11,M,KK,C-339,KK,2013,Dead,2016/05/05,,13.83,3.66,,D-306,C-339
C-574,,2012/09/11,F,F,B-079,F,2013,Removed,,2014/02/14,7.91,,1.41,C-878,B-079
D-461,,2012/09/11,F,F,C-760,F,2013,Removed,,2014/02/06,11.75,,1.41,E-214,C-760
C-585,,2012/09/11,F,KK,C-679,KK,2013,Removed,,2015/12/01,10.75,,3.25,E-140,C-679
A-342,,2012/09/11,F,R,D-257,S,2013,Removed,,2019/10/30,8.91,,7.08,E-077,D-257
I-110,,2012/09/11,F,F,C-760,F,2013,In CS,,,11.75,,,,
I-133,,2012/09/11,F,R,D-257,R,2013,In CS,,,8.91,,,,
I-083,,2012/09/11,M,KK,C-339,KK,2013,In CS,,,13.83,,,,
I-102,,2012/09/11,F,KK,C-679,KK,2013,In CS,,,10.75,,,,
H-999,,2012/09/11,F,F,B-079,F,2013,In CS,,,7.91,,,,
A-334,,2012/09/12,M,V,E-231,V,2013,Dead,2017/12/06,,4.66,5.25,,C-004,E-231
E-337,,2012/09/12,M,HH,B-091,HH,2013,Removed,,2014/01/23,6.75,,1.33,D-755,B-091
E-330,,2012/09/12,F,KK,D-227,KK,2013,Removed,,2015/11/12,13.66,,3.16,B-023,D-227
E-866,,2012/09/12,M,HH,F-281,HH,2013,Dead,2012/09/13,,22.66,0.00,,E-185,F-281
D-444,,2012/09/12,F,MM,D-983,MM,2013,Removed,,2014/02/12,10.83,,1.41,B-407,D-983
D-446,,2012/09/12,M,MM,B-112,MM,2013,Removed,,2014/02/12,6.00,,1.41,B-834,B-112
I-188,,2012/09/12,M,V,E-231,V,2013,In CS,,,4.66,,,,
I-167,,2012/09/12,F,MM,D-983,MM,2013,In CS,,,10.83,,,,
I-129,,2012/09/12,F,KK,D-227,KK,2013,In CS,,,13.66,,,,
I-009,,2012/09/12,M,MM,B-112,MM,2013,In CS,,,6.00,,,,
I-002,,2012/09/12,M,HH,B-091,HH,2013,In CS,,,6.75,,,,
C-576,,2012/09/13,M,F,B-423,F,2013,Removed,,2014/10/22,12.75,,2.08,B-852,B-423
B-685,,2012/09/13,M,R,D-310,V,2013,In CS,,,7.91,,,A-476,D-310
D-012,,2012/09/13,F,F,C-724,F,2013,Dead,2016/05/05,,8.75,3.66,,D-760,C-724
D-890,,2012/09/13,F,F,C-348,F,2013,Removed,,2014/10/22,8.75,,2.08,E-065,C-348
D-895,,2012/09/13,M,V,C-010,V,2013,Removed,,2014/01/30,6.83,,1.33,A-598,C-010
A-348,,2012/09/13,M,R,C-036,F,2013,In CS,,,4.83,,,A-053,C-036
B-220,,2012/09/13,F,R,E-099,R,2013,Dead,2013/12/05,,19.66,1.25,,E-077,E-099
I-136,,2012/09/13,M,R,D-310,R,2013,In CS,,,7.91,,,,
I-107,,2012/09/13,F,F,C-724,F,2013,In CS,,,8.75,,,,
I-020,,2012/09/13,M,F,B-423,F,2013,In CS,,,12.75,,,,
I-177,,2012/09/13,F,R,E-099,R,2013,In CS,,,19.66,,,,
I-085,,2012/09/13,F,F,C-348,F,2013,In CS,,,8.75,,,,
I-068,,2012/09/13,M,R,C-036,R,2013,In CS,,,4.83,,,,
I-064,,2012/09/13,M,V,C-010,V,2013,In CS,,,6.83,,,,
C-138,,2012/09/14,F,KK,B-487,KK,2013,Removed,,2015/10/20,8.83,,3.08,A-217,B-487
D-018,,2012/09/14,M,S,B-105,S,2013,Dead,2014/01/09,,5.91,1.33,,D-157,B-105
C-587,,2012/09/14,F,F,A-216,MM,2013,Removed,,2015/10/28,6.75,,3.08,C-830,A-216
B-682,,2012/09/14,M,R,D-312,V,2013,Dead,2020/01/27,,7.91,7.33,,B-875,D-312
D-023,,2012/09/14,M,F,A-066,R,2013,In CS,,,14.75,,,E-214,A-066
A-357,,2012/09/14,F,HH,B-538,HH,2013,Removed,,2014/02/14,7.83,,1.41,B-339,B-538
I-031,,2012/09/14,F,HH,B-538,HH,2013,In CS,,,7.83,,,,
I-008,,2012/09/14,M,S,B-105,S,2013,In CS,,,5.91,,,,
I-166,,2012/09/14,M,F,D-973,F,2013,Dead,2012/09/24,,17.66,0.00,,,
I-026,,2012/09/14,F,KK,B-487,KK,2013,In CS,,,8.83,,,,
I-137,,2012/09/14,M,R,D-312,R,2013,In CS,,,7.91,,,,
H-950,,2012/09/14,M,F,A-066,F,2013,In CS,,,14.75,,,,
H-960,,2012/09/14,F,F,A-216,F,2013,In CS,,,6.75,,,,
D-896,,2012/09/15,M,R,A-570,F,2013,In CS,,,8.83,,,A-675,A-570
A-346,,2012/09/15,M,R,B-986,F,2013,In CS,,,7.83,,,B-340,B-986
D-897,,2012/09/15,M,R,B-536,R,2013,Dead,2017/10/23,,7.83,5.08,,C-899,B-536
D-881,,2012/09/15,M,S,D-562,S,2013,Removed,,2014/02/11,14.75,,1.41,B-108,D-562
E-857,,2012/09/15,M,OO,B-070,OO,2013,Dead,2012/09/19,,8.75,0.00,,C-830,B-070
I-057,,2012/09/15,M,R,B-986,R,2013,In CS,,,7.83,,,,
I-030,,2012/09/15,M,R,B-536,R,2013,In CS,,,7.83,,,,
H-978,,2012/09/15,M,R,A-570,R,2013,In CS,,,8.83,,,,
I-149,,2012/09/15,M,S,D-562,S,2013,In CS,,,14.75,,,,
E-339,,2012/09/16,M,HH,D-344,HH,2013,Removed,,2016/10/20,4.91,,4.08,B-129,D-344
I-140,,2012/09/16,M,HH,D-344,HH,2013,In CS,,,4.91,,,,
A-335,,2012/09/17,F,V,B-897,V,2013,Removed,,2014/02/14,7.83,,1.41,E-139,B-897
B-224,,2012/09/17,F,R,B-993,R,2013,Removed,,2015/11/05,6.75,,3.16,B-578,B-993
C-579,,2012/09/17,F,F,C-750,F,2013,Removed,,2014/10/22,17.41,,2.08,A-990,C-750
D-026,,2012/09/17,F,R,A-534,R,2013,Dead,2015/03/11,,8.75,2.50,,A-636,A-534
I-052,,2012/09/17,F,V,B-897,V,2013,In CS,,,7.83,,,,
I-059,,2012/09/17,F,R,B-993,R,2013,In CS,,,6.75,,,,
H-974,,2012/09/17,F,R,A-534,R,2013,In CS,,,8.75,,,,
I-109,,2012/09/17,F,F,C-750,F,2013,In CS,,,17.41,,,,
B-672,,2012/09/18,M,KK,E-048,KK,2013,Removed,,2018/11/28,11.75,,6.16,A-566,E-048
E-334,,2012/09/18,F,V,D-268,V,2013,Removed,,2014/02/07,14.75,,1.41,D-179,D-268
E-864,,2012/09/18,F,S,D-592,S,2013,Dead,2013/08/19,,8.91,0.91,,D-157,D-592
C-131,,2012/09/18,M,MM,B-430,MM,2013,Removed,,2014/02/11,8.58,,1.41,A-652,B-430
A-790,,2012/09/18,M,F,B-843,PP,2013,In CS,,,16.66,,,A-990,B-843
I-021,,2012/09/18,M,MM,B-430,MM,2013,In CS,,,8.58,,,,
I-048,,2012/09/18,M,F,B-843,F,2013,In CS,,,16.66,,,,
I-172,,2012/09/18,M,KK,E-048,KK,2013,In CS,,,11.75,,,,
I-134,,2012/09/18,F,V,D-268,V,2013,In CS,,,14.75,,,,
D-450,,2012/09/19,F,V,A-240,V,2013,Removed,,2015/12/02,4.83,,3.25,A-588,A-240
D-891,,2012/09/19,M,F,D-585,F,2013,Removed,,2014/10/21,12.58,,2.08,A-990,D-585
I-046,,2012/09/19,U,R,B-796,R,2013,Stillbirth,2012/09/19,,8.83,0.00,,,
H-963,,2012/09/19,F,V,A-240,V,2013,In CS,,,4.83,,,,
I-151,,2012/09/19,M,F,D-585,F,2013,In CS,,,12.58,,,,
A-358,,2012/09/21,F,HH,D-782,HH,2013,Removed,,2014/10/30,4.91,,2.08,D-237,D-782
C-570,,2012/09/21,F,V,B-356,V,2013,In CS,,,12.66,,,C-698,B-356
D-011,,2012/09/21,F,F,C-243,F,2013,In CS,,,9.91,,,B-980,C-243
A-770,,2012/09/21,M,V,B-115,V,2013,Removed,,2014/02/07,5.91,,1.41,C-698,B-115
I-010,,2012/09/21,M,V,B-115,V,2013,In CS,,,5.91,,,,
I-017,,2012/09/21,F,V,B-356,V,2013,In CS,,,12.66,,,,
I-164,,2012/09/21,F,HH,D-782,HH,2013,In CS,,,4.91,,,,
I-074,,2012/09/21,F,F,C-243,F,2013,In CS,,,9.91,,,,
E-858,,2012/09/22,F,V,B-599,V,2013,Dead,2012/10/25,,3.83,0.08,,F-324,B-599
D-463,,2012/09/22,F,NN,C-281,F,2013,In CS,,,11.75,,,A-641,C-281
D-893,,2012/09/22,F,F,C-890,F,2013,In CS,,,6.58,,,A-208,C-890
I-117,,2012/09/22,F,F,C-890,F,2013,In CS,,,6.58,,,,
I-078,,2012/09/22,F,NN,C-281,NN,2013,In CS,,,11.75,,,,
D-025,,2012/09/23,M,OO,B-442,F,2013,In CS,,,12.66,,,B-808,B-442
B-676,,2012/09/23,M,KK,A-206,KK,2013,Removed,,2018/11/07,7.83,,6.16,C-859,A-206
E-335,,2012/09/23,F,V,B-330,V,2013,Removed,,2014/02/13,14.50,,1.41,E-139,B-330
C-132,,2012/09/23,M,F,B-847,PP,2013,In CS,,,14.66,,,B-448,B-847
I-022,,2012/09/23,M,OO,B-442,F,2013,In CS,,,12.66,,,,
